Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDG50,OUT019,212.6782333
FDW20,OUT045,1755.416324
NCO55,OUT049,1500.444549
FDX48,OUT046,2180.419197
FDU48,OUT046,1879.444076
FDR48,OUT019,301.4436602
FDK27,OUT013,1755.416324
FDT35,OUT013,2500.475824
FDN12,OUT049,1513.275382
NCE31,OUT019,72.91523077
FDL21,OUT017,561.2294859
FDV56,OUT017,1461.184257
FDR16,OUT017,3301.239658
NCP41,OUT049,1475.475689
FDJ27,OUT013,1456.005329
FDA07,OUT017,1755.416324
FDK55,OUT049,1237.251098
FDM33,OUT049,3410.314695
FDY46,OUT046,2649.515911
FDD36,OUT046,1682.21202
FDB12,OUT027,2507.665891
FDF28,OUT019,241.1504622
NCE07,OUT019,308.563704
FDW50,OUT027,4054.762093
NCW18,OUT017,3461.959315
NCJ17,OUT019,180.9970925
DRZ24,OUT010,233.1782412
FDS07,OUT035,1665.175078
NCW05,OUT010,219.8703813
FDZ22,OUT018,1197.203109
FDK02,OUT046,1682.21202
FDZ45,OUT027,5258.261553
FDL25,OUT046,1231.547875
FDS08,OUT045,2578.238132
NCZ42,OUT027,5592.957563
FDX57,OUT035,1400.165267
FDF21,OUT046,2654.601247
FDJ56,OUT018,1417.491485
FDX10,OUT013,546.399323
DRG48,OUT035,2160.401153
DRN37,OUT046,2530.936097
NCY41,OUT018,493.4050479
FDN28,OUT045,1462.32415
FDE34,OUT045,2625.739307
FDR10,OUT045,2472.870678
FDC32,OUT017,1272.542807
DRG13,OUT046,2480.680793
FDP59,OUT049,1457.156472
NCT53,OUT010,324.0258246
FDL57,OUT027,5619.134014
FDN32,OUT010,459.3579581
FDK09,OUT018,3455.480497
FDA52,OUT010,323.0162148
FDC57,OUT049,2657.383379
FDI09,OUT035,3464.325501
NCB07,OUT046,2668.318529
FDP26,OUT035,1460.983156
FDP40,OUT027,2796.954961
FDL15,OUT013,2172.260581
FDV07,OUT046,1604.996912
FDS03,OUT017,955.4047521
FDE50,OUT049,2648.206335
FDQ15,OUT017,1174.580569
FDQ33,OUT010,291.659402
FDT22,OUT013,765.4008453
DRO35,OUT035,1682.21202
FDJ41,OUT049,3470.557441
FDQ27,OUT035,1470.718042
FDC26,OUT017,1651.631087
NCF43,OUT027,3323.973573
NCR50,OUT035,2177.237321
FDE39,OUT018,1706.676736
FDN49,OUT027,873.9921141
DRG11,OUT035,1463.5181
NCA18,OUT049,1682.21202
FDM36,OUT018,2578.238132
FDW32,OUT017,1205.212959
NCQ18,OUT010,205.913928
FDX14,OUT027,1987.996199
FDD46,OUT017,2174.132033
FDI34,OUT019,498.2962251
NCJ17,OUT035,1206.95793
FDB52,OUT035,3470.557441
FDV55,OUT018,2007.985451
FDC57,OUT046,2657.383379
FDB29,OUT046,1666.292316
NCO43,OUT035,1432.579882
FDG44,OUT045,757.4360461
FDJ34,OUT045,1768.721421
FDH40,OUT049,1200.157845
NCD07,OUT027,2774.527243
FDB41,OUT017,682.7613424
FDH47,OUT018,1398.551273
DRK37,OUT035,2652.824026
FDM25,OUT019,333.5501678
NCX06,OUT045,2641.369308
NCS05,OUT017,1879.444076
FDS39,OUT045,1954.446482
FDC47,OUT027,5603.868003
FDG20,OUT013,2582.074565
DRL23,OUT017,1458.993107
FDY33,OUT013,2280.751143
NCH18,OUT045,3461.959315
FDX47,OUT035,2195.042665
NCB06,OUT045,2282.381641
FDP36,OUT049,696.3268872
FDW44,OUT018,2578.238132
NCU41,OUT018,2657.383379
NCS17,OUT046,1399.286607
FDD46,OUT035,2195.042665
FDE45,OUT017,2582.074565
FDI09,OUT017,3464.325501
NCJ54,OUT010,482.5408941
NCA29,OUT018,2578.238132
NCN41,OUT027,3151.122429
FDY34,OUT035,2480.680793
NCG55,OUT035,1677.23815
DRM49,OUT046,588.5677474
NCB42,OUT049,1666.292316
FDE58,OUT045,1682.21202
DRJ25,OUT013,712.4957138
FDS47,OUT010,147.6608225
FDY21,OUT049,2673.207089
NCI54,OUT013,1602.841294
FDO24,OUT017,2280.751143
FDY43,OUT035,2538.075162
FDF35,OUT018,1458.226418
NCP29,OUT019,164.4039387
FDN28,OUT027,2457.745532
FDJ50,OUT018,717.0521105
FDQ14,OUT027,3276.04831
FDC37,OUT035,1462.108078
FDN08,OUT046,1683.774641
FDD04,OUT035,1951.521033
FDW34,OUT018,3455.480497
FDP04,OUT017,955.4047521
NCG07,OUT017,2649.515911
NCN14,OUT018,2648.206335
FDJ16,OUT045,767.0243259
NCM42,OUT045,1473.643782
NCF19,OUT046,695.232226
FDY21,OUT018,2666.724508
FDY19,OUT035,1677.23815
FDV09,OUT045,2170.456866
FDA28,OUT013,1767.070156
FDC38,OUT018,1879.444076
FDL28,OUT045,3464.325501
NCH43,OUT049,3319.294231
NCN53,OUT045,544.8636841
NCW05,OUT017,1465.794312
NCO30,OUT018,2648.206335
FDT04,OUT019,74.25391357
FDB27,OUT018,2659.295282
NCK07,OUT013,2500.475824
NCA53,OUT013,684.9616593
FDB33,OUT018,2295.684054
FDU37,OUT017,1180.918231
FDR13,OUT035,1665.175078
FDE45,OUT049,2582.074565
FDV37,OUT017,2657.383379
FDX44,OUT019,186.5407825
NCL06,OUT017,3468.186999
FDJ28,OUT045,2655.285915
FDX55,OUT049,3345.580432
NCK17,OUT018,507.4189834
FDH52,OUT035,818.7167033
FDN13,OUT027,2488.689946
FDK44,OUT018,2578.238132
FDU16,OUT046,1196.749689
FDZ07,OUT017,772.7662874
NCN06,OUT027,4062.412014
FDH02,OUT010,166.6329707
NCW18,OUT045,3461.959315
FDH57,OUT013,1839.851214
FDV35,OUT045,2184.457032
NCU29,OUT013,2160.401153
NCP02,OUT046,768.1870751
FDN44,OUT013,2311.72431
FDX03,OUT018,534.2771146
FDR11,OUT010,322.4512262
FDA36,OUT046,2648.206335
FDP58,OUT027,5479.407367
FDH31,OUT045,1403.219923
FDH34,OUT035,2649.515911
FDS13,OUT035,3470.557441
FDT01,OUT018,3288.270778
FDY09,OUT049,2578.238132
FDV33,OUT027,5610.869813
NCW29,OUT010,258.1852268
NCN17,OUT045,1459.996751
FDX01,OUT046,1682.21202
FDL03,OUT049,2657.383379
DRL59,OUT049,765.8207213
DRM11,OUT027,5539.308018
FDA43,OUT049,2668.318529
FDZ56,OUT010,339.7472885
FDI44,OUT018,1174.34681
FDB50,OUT013,1178.783467
FDU15,OUT019,59.63296994
NCJ19,OUT019,153.3077054
FDD48,OUT013,1665.175078
NCW42,OUT035,3415.309538
FDL24,OUT017,2578.238132
NCB30,OUT013,2666.724508
FDK25,OUT013,2538.075162
FDW28,OUT049,2657.383379
FDD47,OUT017,2578.238132
FDK16,OUT019,206.2940953
FDW37,OUT046,1252.580924
FDA48,OUT035,3411.989613
FDA14,OUT017,2160.401153
FDV15,OUT013,1459.181721
FDN22,OUT049,3464.816536
NCD55,OUT045,561.0317508
FDY43,OUT013,2532.166067
NCU05,OUT017,1180.438584
FDF10,OUT035,2160.401153
FDR39,OUT018,2648.206335
FDG40,OUT013,540.6291223
FDZ28,OUT019,242.869516
FDE02,OUT045,1374.181955
FDU60,OUT049,2538.075162
FDM21,OUT013,3466.781709
FDV52,OUT019,240.4352048
NCW06,OUT013,2657.383379
FDX36,OUT035,3442.60939
FDT35,OUT027,4198.051533
NCL19,OUT010,305.4077562
NCD31,OUT046,2480.680793
FDE53,OUT019,242.586076
FDW58,OUT019,209.9106276
DRF48,OUT046,2649.515911
FDW57,OUT035,2578.238132
DRH13,OUT017,1462.176012
FDT33,OUT013,2532.166067
DRK47,OUT027,5544.063212
FDY22,OUT010,270.459886
FDC35,OUT019,457.4977693
FDO03,OUT013,3462.256134
FDF24,OUT045,1188.065873
FDF56,OUT018,2594.63886
FDD28,OUT013,765.4008453
FDG53,OUT027,3325.40279
FDO27,OUT019,214.3617987
NCF54,OUT018,2578.238132
FDC20,OUT027,1602.979064
FDU10,OUT046,555.0939641
DRA24,OUT018,2464.034665
FDA02,OUT010,278.9393906
FDG10,OUT017,767.0243259
FDW39,OUT010,366.644315
FDP04,OUT019,187.9225767
NCM55,OUT013,2648.206335
FDG47,OUT045,3470.557441
NCU41,OUT017,2657.383379
NCK31,OUT017,735.0491127
FDZ46,OUT045,1504.747652
FDU13,OUT027,3367.674705
NCF19,OUT045,695.232226
NCJ43,OUT013,2578.238132
NCJ05,OUT045,2177.237321
FDS04,OUT027,3305.839152
FDX28,OUT010,191.9978014
FDB41,OUT027,971.4942984
FDG53,OUT046,1951.521033
FDL15,OUT010,291.6495816
FDQ08,OUT049,774.4992356
DRN36,OUT013,1401.485304
FDI46,OUT013,3462.746876
FDG16,OUT027,5431.258631
FDV32,OUT013,888.1992934
FDF44,OUT010,260.4685797
FDK04,OUT018,761.8806332
NCA41,OUT013,2657.383379
FDD51,OUT017,576.173394
NCZ53,OUT045,2652.824026
FDP01,OUT027,3310.165206
FDY25,OUT049,2625.739307
FDB17,OUT018,2593.290035
NCV54,OUT018,1692.624021
FDJ32,OUT017,951.3936476
FDA37,OUT049,1767.070156
FDG35,OUT035,2578.238132
NCM05,OUT018,3463.396676
FDG45,OUT046,3295.069565
FDH28,OUT013,553.3154971
NCE18,OUT049,3464.150531
FDH38,OUT045,1682.21202
FDR56,OUT013,2679.095593
FDH17,OUT027,2401.50088
FDD39,OUT049,3326.946825
FDB41,OUT049,687.1625001
NCR53,OUT046,3442.60939
FDX46,OUT017,767.0243259
FDV28,OUT049,544.8636841
FDA08,OUT018,2485.79605
FDH45,OUT017,571.620321
NCS38,OUT010,230.0120968
FDD40,OUT010,475.3258208
DRM59,OUT035,2177.237321
NCJ43,OUT018,2578.238132
NCN29,OUT013,696.2371174
NCC19,OUT045,2657.383379
FDR56,OUT035,2668.318529
FDZ43,OUT049,3464.325501
FDJ32,OUT010,154.3203413
DRH03,OUT017,1252.580924
NCZ54,OUT035,2464.034665
FDE26,OUT017,2160.401153
FDS03,OUT045,951.3936476
DRZ24,OUT019,248.8970974
FDO48,OUT027,5435.965038
FDW39,OUT049,2578.238132
NCK05,OUT049,891.1533328
NCK30,OUT017,3464.150531
FDT27,OUT018,3457.177591
FDS08,OUT019,331.4230769
NCJ19,OUT049,767.0243259
FDC58,OUT045,574.5833543
DRE37,OUT013,2649.515911
FDW02,OUT035,1773.937671
FDJ02,OUT010,322.2807927
FDX09,OUT045,2582.074565
FDT31,OUT010,452.8610352
FDI24,OUT049,2582.074565
FDY09,OUT045,2578.238132
FDV28,OUT045,542.7637857
DRM47,OUT049,2657.383379
FDT52,OUT019,486.9533459
FDI48,OUT018,751.1200189
FDY55,OUT017,3470.557441
FDU48,OUT013,1849.127461
FDN25,OUT045,767.0243259
FDP20,OUT049,1776.778938
FDJ15,OUT013,2648.206335
FDD04,OUT018,1921.941977
FDY58,OUT045,3462.6249
FDR37,OUT018,2648.206335
FDF44,OUT013,1827.210422
FDD32,OUT045,1196.749689
FDR57,OUT017,2203.883098
DRG39,OUT027,1602.979064
FDX15,OUT017,2280.751143
DRN37,OUT045,2488.984153
FDW40,OUT027,3325.40279
FDB32,OUT049,1366.925641
FDM40,OUT018,2007.985451
FDE39,OUT027,2983.757679
DRH49,OUT017,1195.707484
FDT46,OUT049,696.3268872
NCF06,OUT035,3468.186999
FDP07,OUT017,2657.383379
FDC04,OUT013,3462.256134
FDZ32,OUT017,1460.983156
FDD50,OUT045,2541.147305
FDU56,OUT017,2648.206335
FDV34,OUT017,1046.960995
NCY41,OUT013,547.4913555
NCK18,OUT046,2488.984153
DRH25,OUT049,754.9426342
FDT57,OUT046,3462.6249
FDV56,OUT018,1458.226418
FDV12,OUT045,1402.268129
FDN52,OUT017,1229.209704
FDX38,OUT035,687.1625001
FDE47,OUT018,1755.416324
NCO07,OUT013,3288.714975
FDV09,OUT027,3355.784281
FDZ23,OUT019,443.8439539
DRH51,OUT018,1212.360852
NCY54,OUT045,2578.238132
DRG49,OUT013,3462.256134
NCC19,OUT049,2657.383379
NCV53,OUT045,3464.325501
FDZ47,OUT019,228.0192697
NCO26,OUT018,1663.737381
NCP02,OUT045,774.4992356
NCW30,OUT018,3456.421219
NCN55,OUT046,3464.325501
FDB20,OUT010,159.6295006
DRL11,OUT013,2240.492138
DRD60,OUT045,2637.613923
FDW14,OUT010,166.6896171
FDL27,OUT010,148.2915862
FDU09,OUT018,761.8806332
DRH36,OUT027,1954.751761
FDP34,OUT027,3442.018198
FDE04,OUT017,2582.074565
FDZ57,OUT027,3243.988738
FDF02,OUT010,214.2212984
FDG28,OUT045,3464.325501
NCI31,OUT046,544.8636841
FDT43,OUT013,722.0714703
FDU20,OUT046,1755.416324
FDD53,OUT013,572.7425575
FDW15,OUT045,2163.81872
NCT53,OUT045,2458.644933
NCG55,OUT027,2811.152234
FDD48,OUT035,1665.175078
FDG47,OUT049,3470.557441
FDI21,OUT017,951.3936476
FDT27,OUT017,3464.325501
DRO35,OUT013,1682.21202
FDD33,OUT017,3464.325501
FDC04,OUT035,3464.325501
FDY34,OUT013,2480.680793
DRJ49,OUT049,1787.372851
FDE05,OUT049,2007.985451
FDU31,OUT017,3348.863074
NCN19,OUT027,4610.996894
FDK56,OUT027,4607.250568
FDK58,OUT017,1460.983156
NCJ42,OUT035,1457.802846
FDZ34,OUT027,5219.988298
FDA52,OUT018,2578.238132
NCR29,OUT013,765.4008453
FDT48,OUT035,2844.765386
DRJ51,OUT019,493.0560742
NCS54,OUT046,2582.074565
FDV01,OUT035,2180.419197
DRG51,OUT027,3940.947378
NCG42,OUT013,1856.334266
FDA51,OUT049,1667.047813
FDV19,OUT010,308.2345309
NCT18,OUT045,2639.181861
NCS41,OUT045,2648.206335
FDO03,OUT046,3464.325501
FDL12,OUT010,149.7769411
FDY37,OUT010,284.952341
FDI58,OUT049,1256.65833
FDT28,OUT018,2163.81872
NCC42,OUT010,270.4463237
FDO01,OUT017,1833.161622
FDJ02,OUT013,2160.401153
FDQ04,OUT018,516.4477036
DRL47,OUT013,1767.070156
FDZ32,OUT035,1462.176012
FDC35,OUT035,3283.441785
FDX14,OUT045,1055.757091
FDZ35,OUT013,1460.167576
FDL14,OUT013,2195.042665
FDO04,OUT049,765.8207213
DRK11,OUT017,2172.260581
FDB44,OUT018,3288.270778
FDZ50,OUT049,2648.206335
FDI12,OUT027,2416.222366
FDU43,OUT017,3464.325501
FDD58,OUT010,179.0138549
FDB27,OUT017,2657.383379
FDB04,OUT018,1205.17989
NCO17,OUT013,1683.774641
FDL12,OUT017,767.0243259
DRJ13,OUT049,2299.136669
FDD57,OUT045,1400.165267
FDW19,OUT035,1566.095523
DRD27,OUT018,1442.875017
FDH27,OUT027,3280.530127
NCW30,OUT027,5601.184034
FDR40,OUT018,1177.532355
FDG05,OUT013,2236.759777
NCY41,OUT019,73.61903805
FDI38,OUT018,3101.542085
FDR20,OUT046,574.5833543
FDE09,OUT017,1500.444549
FDN50,OUT019,214.1520868
DRF27,OUT045,2174.132033
DRF51,OUT013,548.1090556
NCO02,OUT019,166.6915541
FDB51,OUT027,1645.706209
FDJ50,OUT013,755.8328336
FDN52,OUT013,1205.265661
FDX14,OUT013,1177.652623
FDT27,OUT019,525.3228403
FDV10,OUT013,560.1151305
FDU33,OUT046,623.4395353
FDU58,OUT046,2648.206335
NCP42,OUT027,5235.110141
FDL51,OUT027,5474.280442
DRH15,OUT027,946.7280333
FDU16,OUT017,1203.96414
FDW15,OUT017,2163.81872
FDQ44,OUT045,1755.416324
NCI06,OUT027,4349.07146
DRK23,OUT019,530.86834
FDC28,OUT035,1504.747652
NCY17,OUT019,72.87955976
NCV05,OUT018,2178.935987
FDM34,OUT019,267.241461
DRD60,OUT027,4474.809712
FDT38,OUT046,1205.212959
FDQ57,OUT018,2160.401153
FDE59,OUT027,862.2636586
NCM43,OUT046,2464.034665
DRI51,OUT049,2578.238132
NCG30,OUT017,1767.070156
NCK54,OUT035,1665.175078
FDQ16,OUT019,237.5284734
FDI36,OUT013,2666.724508
FDX16,OUT027,3354.72429
FDA34,OUT046,2578.238132
FDJ48,OUT018,3457.177591
FDU47,OUT035,1894.074778
FDS39,OUT046,1989.377782
FDD11,OUT046,3466.518214
FDM16,OUT027,1907.326341
FDU56,OUT018,2648.206335
FDQ32,OUT017,1755.416324
DRK35,OUT013,553.3154971
FDA58,OUT049,3462.6249
DRG48,OUT019,312.821762
FDT59,OUT010,477.8841558
FDQ31,OUT019,186.0244231
FDS51,OUT018,950.0594073
FDW32,OUT027,2198.567513
FDI15,OUT027,5457.530616
NCV30,OUT017,869.2738357
DRG25,OUT049,2649.515911
FDT02,OUT013,540.6291223
FDO33,OUT027,2850.075393
FDP38,OUT035,716.3974861
FDZ45,OUT035,2668.318529
NCA54,OUT027,4349.07146
FDU33,OUT017,682.1251716
FDN58,OUT017,3462.6249
FDI05,OUT045,1121.799805
FDM57,OUT019,183.0333625
NCS42,OUT027,2343.997934
FDB57,OUT045,3417.643849
FDC03,OUT045,2657.383379
FDZ58,OUT013,1753.942575
NCK29,OUT045,1764.326306
NCR53,OUT045,3442.60939
FDE26,OUT027,3358.097645
FDU52,OUT049,2180.419197
FDE41,OUT027,2101.079634
FDU38,OUT018,2654.601247
FDA52,OUT017,2578.238132
FDW46,OUT046,955.4047521
DRI59,OUT035,3442.60939
FDT38,OUT035,1203.041656
FDL33,OUT018,2666.724508
FDQ01,OUT027,5599.893298
FDJ08,OUT046,2655.285915
FDQ47,OUT049,546.7297921
NCZ18,OUT013,3462.081268
FDE29,OUT017,773.4313176
FDF10,OUT027,3369.604726
FDC48,OUT049,1200.645498
FDY58,OUT013,3460.556548
NCX30,OUT010,510.0209738
FDV11,OUT013,2580.446865
FDT46,OUT046,692.1919524
DRD01,OUT019,163.9607746
FDQ11,OUT013,3468.484352
NCM41,OUT017,1255.192436
NCC55,OUT013,546.6303357
FDG45,OUT027,5497.983256
NCQ54,OUT049,2532.166067
FDM34,OUT045,1833.161622
FDD17,OUT019,486.1125106
FDN38,OUT027,5608.464609
FDB53,OUT018,2162.182458
NCL06,OUT035,3468.186999
NCV18,OUT019,176.8881576
FDX25,OUT013,2641.369308
FDB39,OUT046,767.0243259
FDC33,OUT049,2668.318529
NCO14,OUT018,542.4522309
FDA58,OUT027,5613.237004
NCQ02,OUT017,2649.515911
NCR53,OUT017,3464.325501
FDN52,OUT046,1219.804713
FDG26,OUT046,3470.557441
FDE23,OUT027,1168.128959
DRI37,OUT013,770.2293506
DRH37,OUT018,2500.475824
FDO01,OUT035,1787.372851
FDK45,OUT049,1662.509238
FDP23,OUT049,3324.158291
FDM33,OUT035,3382.435056
FDD36,OUT017,1706.676736
FDL56,OUT017,1205.649282
FDT27,OUT010,522.0226231
FDG52,OUT017,583.6711652
NCL42,OUT035,3461.959315
DRJ24,OUT046,2648.206335
FDV38,OUT046,757.4360461
FDT35,OUT045,2539.512061
FDY51,OUT045,3355.375276
FDC37,OUT017,1461.184257
NCP43,OUT013,2625.739307
FDO33,OUT045,1627.262009
FDW04,OUT018,1849.127461
NCC31,OUT046,2180.419197
FDK22,OUT049,3319.932395
FDJ50,OUT017,765.8207213
FDV13,OUT017,1237.251098
DRL60,OUT017,2172.260581
FDW03,OUT017,1464.711058
FDY27,OUT035,2582.074565
FDB39,OUT027,1602.979064
FDU59,OUT045,2437.842629
FDZ57,OUT049,1802.968516
FDO21,OUT049,3436.33632
FDS43,OUT018,2649.515911
FDU28,OUT010,481.1532395
FDC51,OUT010,216.8335282
FDW16,OUT010,152.0120038
FDP32,OUT010,231.0821308
FDB60,OUT019,449.2760827
NCQ30,OUT046,1743.698979
FDD26,OUT049,2648.206335
FDI44,OUT045,1177.723534
DRH23,OUT046,767.0243259
FDO44,OUT046,1552.865058
FDG04,OUT046,2649.515911
FDM32,OUT027,2374.721293
FDM09,OUT013,2538.075162
FDZ47,OUT013,1414.125921
FDM40,OUT027,3346.871113
FDY48,OUT017,1459.006473
NCM30,OUT045,571.4189314
FDX36,OUT010,488.8450357
DRF03,OUT017,554.4163488
FDN51,OUT049,3470.557441
FDM57,OUT049,1200.157845
FDB35,OUT049,1291.940897
FDY13,OUT027,2004.226511
FDA37,OUT017,1767.070156
NCX53,OUT017,1954.446482
FDD59,OUT018,1180.351696
FDX10,OUT019,74.61844133
FDC03,OUT018,2657.383379
FDW43,OUT035,3450.31876
FDW10,OUT046,2578.238132
FDY14,OUT027,5562.964102
FDV43,OUT045,661.8219082
FDO40,OUT013,2172.260581
FDP46,OUT027,2409.995034
NCE43,OUT019,309.894696
FDD05,OUT035,1734.134823
FDJ60,OUT010,320.7324135
DRE27,OUT018,1399.500546
FDO11,OUT035,3466.518214
DRG11,OUT027,2489.61074
FDK33,OUT010,453.1452292
DRM23,OUT045,2542.613585
FDJ02,OUT027,3370.700548
NCZ05,OUT045,1460.983156
NCL30,OUT013,1768.721421
FDZ19,OUT018,2578.238132
FDM45,OUT049,1755.416324
FDO36,OUT046,2582.074565
NCK31,OUT045,714.7848949
DRJ37,OUT045,2177.237321
FDP24,OUT018,1744.589596
FDF46,OUT013,1666.292316
FDX46,OUT019,155.9454862
NCL18,OUT045,2657.383379
FDJ26,OUT013,3293.101271
FDJ07,OUT045,1665.175078
FDY15,OUT013,2180.419197
DRG01,OUT045,1110.823467
FDF58,OUT045,954.0588548
FDZ14,OUT019,244.4769233
FDP31,OUT049,953.9385313
FDH45,OUT013,570.4853706
FDA09,OUT010,332.0368896
FDW31,OUT035,2680.697006
FDA57,OUT046,561.9154134
NCE55,OUT035,2580.446865
FDC17,OUT019,457.06104
FDC59,OUT013,949.4283835
FDA22,OUT013,2532.166067
FDK52,OUT035,3442.60939
NCM26,OUT046,2176.127463
NCT53,OUT035,2500.475824
FDW45,OUT018,2163.81872
NCI18,OUT035,3432.901868
FDE38,OUT018,2480.680793
FDF08,OUT019,186.1896661
FDY58,OUT010,481.2767099
FDF58,OUT019,170.3428637
FDX39,OUT017,3291.988247
FDB44,OUT049,3295.069565
FDF28,OUT013,1767.070156
FDE39,OUT013,1682.21202
FDT37,OUT018,3459.365781
FDZ45,OUT017,2701.97623
FDO40,OUT035,2172.260581
FDM57,OUT027,2154.694493
DRG36,OUT017,2578.238132
FDY36,OUT010,169.4479705
DRL60,OUT027,3357.596244
FDS25,OUT019,246.0189136
DRF49,OUT027,2800.692841
FDP16,OUT045,3464.325501
FDS60,OUT049,2625.739307
FDU15,OUT027,872.2448887
FDK43,OUT046,1773.948394
FDN25,OUT046,767.0243259
FDE53,OUT049,1462.176012
FDB22,OUT013,2196.786037
FDE39,OUT017,1694.218659
FDX35,OUT035,3464.325501
NCG54,OUT049,2538.075162
FDH27,OUT035,2160.401153
NCK42,OUT013,3292.622691
FDS25,OUT049,1473.643782
FDI10,OUT018,2578.238132
FDU35,OUT035,1453.915622
FDI04,OUT017,2701.97623
DRK23,OUT035,3466.518214
FDB53,OUT019,298.9190138
FDY02,OUT049,3470.557441
FDM60,OUT035,560.611081
NCJ31,OUT010,518.8240739
DRP35,OUT017,1768.721421
NCQ30,OUT018,1755.416324
DRL11,OUT010,319.685774
FDU01,OUT013,2648.206335
FDR39,OUT035,2617.091591
FDO08,OUT046,2488.984153
FDC02,OUT045,3470.557441
NCZ29,OUT035,1782.011133
FDF29,OUT010,265.3167763
FDZ23,OUT017,2649.515911
NCU53,OUT018,2480.680793
NCW30,OUT013,3461.498651
NCM26,OUT027,3324.557812
FDV50,OUT027,3066.931458
FDW15,OUT049,2160.401153
FDI35,OUT027,4535.006554
FDO11,OUT017,3466.518214
FDN48,OUT046,1259.238207
NCA17,OUT049,2170.456866
NCN54,OUT013,1172.933659
FDP22,OUT013,694.0967374
NCB54,OUT035,1768.721421
FDD08,OUT045,549.8708183
DRM48,OUT010,80.11833054
FDG41,OUT027,2649.807496
FDE44,OUT027,1265.740947
FDE26,OUT035,2015.665715
NCS38,OUT013,1662.509238
NCJ54,OUT018,3454.816285
FDI40,OUT019,223.4518448
FDN45,OUT018,3433.819815
FDU43,OUT046,3464.325501
FDI04,OUT010,445.9924191
NCC07,OUT018,1456.0397
NCC07,OUT019,225.4042885
NCD18,OUT045,3461.959315
FDU55,OUT035,3470.557441
FDX59,OUT035,544.8636841
FDR52,OUT049,2655.285915
NCP17,OUT013,949.4283835
FDQ32,OUT045,1755.416324
NCT17,OUT049,2649.515911
FDO10,OUT049,767.0243259
FDE32,OUT049,549.2511363
FDN44,OUT045,2280.751143
FDH02,OUT035,1241.278643
FDK60,OUT013,1418.034846
FDS24,OUT019,194.1064295
FDL03,OUT010,501.5044561
FDB46,OUT027,5479.407367
FDO48,OUT049,3439.829874
FDZ39,OUT049,1457.802846
FDT02,OUT027,862.2636586
FDC50,OUT013,1400.605816
FDP39,OUT035,734.1878821
DRG15,OUT018,768.441867
FDP10,OUT018,1454.851847
FDF53,OUT027,4462.753365
FDN34,OUT045,2542.613585
FDK02,OUT045,1753.942575
FDC23,OUT045,2578.238132
FDJ10,OUT019,265.4664612
FDE53,OUT035,1462.176012
FDR25,OUT035,3470.557441
FDW50,OUT046,2488.984153
FDS09,OUT049,724.3913743
FDW49,OUT010,349.1682563
FDU51,OUT046,2583.872153
FDF28,OUT018,1767.070156
NCY30,OUT018,2593.290035
FDD44,OUT045,3470.557441
FDX09,OUT017,2582.074565
NCF30,OUT013,1767.070156
FDZ50,OUT019,457.0123635
FDW37,OUT013,1235.516391
FDD11,OUT049,3466.518214
DRH39,OUT018,1118.780969
FDA36,OUT049,2648.206335
NCG43,OUT049,1251.490138
FDF02,OUT035,1459.99221
FDP57,OUT027,2456.431319
NCE42,OUT017,3457.348174
NCR38,OUT027,5624.869676
FDP03,OUT019,252.6381745
FDO51,OUT035,572.3189254
NCQ42,OUT046,1787.372851
NCM41,OUT046,1241.595208
FDH48,OUT027,2143.330905
DRF60,OUT046,3464.325501
FDJ27,OUT035,1456.818586
FDQ14,OUT013,2172.260581
FDN27,OUT017,1682.21202
NCQ02,OUT046,2652.824026
FDJ33,OUT049,1767.070156
FDP07,OUT027,5266.792219
DRE01,OUT049,3464.325501
FDU36,OUT045,1418.53205
FDL28,OUT017,3464.325501
NCX53,OUT046,1940.111957
FDZ39,OUT013,1456.989039
NCP42,OUT013,2657.383379
FDJ14,OUT035,1187.920956
FDK04,OUT049,767.0243259
NCC19,OUT017,2657.383379
FDS09,OUT018,719.8103584
FDZ02,OUT046,1420.366754
FDD35,OUT018,1755.416324
NCY42,OUT017,2017.142425
FDB05,OUT045,3464.325501
FDF20,OUT035,2657.383379
NCO41,OUT018,1400.37934
FDC40,OUT027,2001.831355
FDV58,OUT045,2668.318529
FDZ57,OUT045,1827.210422
DRM35,OUT046,2591.594924
DRN36,OUT018,1396.850689
FDQ13,OUT046,1200.157845
DRO35,OUT010,238.8052394
NCD43,OUT035,1460.983156
FDA51,OUT018,1663.737381
NCX17,OUT027,5616.608424
NCZ17,OUT049,555.6986214
FDR11,OUT027,3603.75041
FDW34,OUT049,3462.6249
FDN50,OUT017,1267.551169
FDS09,OUT046,701.590687
FDS48,OUT018,2172.260581
FDL44,OUT049,2458.644933
DRF48,OUT018,2649.515911
FDA14,OUT018,2160.401153
NCD30,OUT049,1399.286607
FDI16,OUT017,735.0491127
NCG06,OUT035,3468.186999
DRZ24,OUT035,1753.069108
NCS17,OUT045,1399.286607
FDB37,OUT045,3464.325501
FDE10,OUT035,1841.011761
FDC57,OUT045,2657.383379
FDM12,OUT018,2649.515911
FDE24,OUT049,1934.39905
FDW22,OUT045,3374.248298
DRD01,OUT027,1536.258921
NCZ18,OUT027,5616.273297
FDN49,OUT045,560.611081
FDR22,OUT035,1662.509238
FDV08,OUT019,69.07988229
FDY39,OUT046,2648.206335
FDV36,OUT049,1767.070156
FDO60,OUT045,661.8219082
FDU04,OUT027,3140.434564
FDR20,OUT027,1168.128959
